Periodo,Trimestre,Entidad_Federativa,Sexo,Poblacion_desocupada_abierta,Poblacion_Economicamente_Activa,Tasa_de_desocupacion,,
2018,2,Sinaloa,Hombres,30442,810772,3.754693058,,
2018,2,Sinaloa,Mujeres,20791,549962,3.780443012,,
2018,2,Sonora,Hombres,27455,811498,3.38324925,,
2018,2,Sonora,Mujeres,22130,550595,4.019288225,,
2018,2,Tabasco,Hombres,41303,642772,6.425762168,,
2018,2,Tabasco,Mujeres,21117,336737,6.271066144,,
2018,2,Tamaulipas,Hombres,37414,976523,3.83134857,,
2018,2,Tamaulipas,Mujeres,24568,645387,3.806708223,,
2018,2,Tlaxcala,Hombres,10668,346378,3.079872278,,
2018,2,Tlaxcala,Mujeres,8183,229999,3.557841556,,
2018,2,Veracruz,Hombres,66691,2129722,3.131441568,,
2018,2,Veracruz,Mujeres,35646,1037403,3.436080289,,
2018,2,Yucatán,Hombres,9968,654335,1.523378697,,
2018,2,Yucatán,Mujeres,6865,439882,1.56064581,,
2018,2,Zacatecas,Hombres,10709,425525,2.516655896,,
2018,2,Zacatecas,Mujeres,6407,236604,2.70790012,,
2018,3,Nacional,Hombres,1109744,34182637,3.24651372,,
2018,3,Nacional,Mujeres,797788,21207988,3.761733551,,
2018,3,Aguascalientes,Hombres,14142,364874,3.875858516,,
2018,3,Aguascalientes,Mujeres,7448,230249,3.234758891,,
2018,3,Baja California,Hombres,28390,1055101,2.690737664,,
2018,3,Baja California,Mujeres,25250,719684,3.508484279,,
2018,3,Baja California Sur,Hombres,8426,224190,3.758419198,,
2018,3,Baja California Sur,Mujeres,7292,157551,4.628342568,,
2018,3,Campeche,Hombres,8742,248709,3.514951208,,
2018,3,Campeche,Mujeres,5684,147638,3.849957328,,
2018,3,Coahuila,Hombres,38814,860409,4.511110414,,
2018,3,Coahuila,Mujeres,26456,503865,5.250612763,,
2018,3,Colima,Hombres,7191,213411,3.369554522,,
2018,3,Colima,Mujeres,4685,151139,3.099795552,,
2018,3,Chiapas,Hombres,33261,1413097,2.353766231,,
2018,3,Chiapas,Mujeres,21691,528566,4.103744849,,
2018,3,Chihuahua,Hombres,30311,1020688,2.969663599,,
2018,3,Chihuahua,Mujeres,22287,683167,3.262306288,,
2018,3,Ciudad de México,Hombres,121412,2639270,4.600211422,,
2018,3,Ciudad de México,Mujeres,92339,2048160,4.508388017,,
2018,3,Durango,Hombres,22248,486830,4.569973091,,
2018,3,Durango,Mujeres,16588,295731,5.60915156,,
2018,3,Guanajuato,Hombres,64848,1679851,3.860342376,,
2018,3,Guanajuato,Mujeres,33893,1005364,3.371216793,,
2018,3,Guerrero,Hombres,11799,909686,1.297040957,,
2018,3,Guerrero,Mujeres,10683,541949,1.971218694,,
2018,3,Hidalgo,Hombres,19295,805199,2.396302032,,
2018,3,Hidalgo,Mujeres,21891,537305,4.074222276,,
2018,3,Jalisco,Hombres,72481,2286507,3.169944374,,
2018,3,Jalisco,Mujeres,40655,1477525,2.751560887,,
2018,3,México,Hombres,140298,4618312,3.037863185,,
2018,3,México,Mujeres,136951,2920939,4.688595003,,
2018,3,Michoacán,Hombres,23872,1283519,1.859886764,,
2018,3,Michoacán,Mujeres,25095,737631,3.402107558,,
2018,3,Morelos,Hombres,14462,525707,2.750962038,,
2018,3,Morelos,Mujeres,5756,313819,1.8341783,,
2018,3,Nayarit,Hombres,18344,353515,5.189030168,,
2018,3,Nayarit,Mujeres,9385,239098,3.925168759,,
2018,3,Nuevo León,Hombres,60557,1618130,3.742406358,,
2018,3,Nuevo León,Mujeres,36247,943898,3.840139507,,
2018,3,Oaxaca,Hombres,15311,1026869,1.491037318,,
2018,3,Oaxaca,Mujeres,12645,692789,1.825231059,,
2018,3,Puebla,Hombres,52542,1756862,2.990673143,,
2018,3,Puebla,Mujeres,34140,1129863,3.021605274,,
2018,3,Querétaro,Hombres,28199,581928,4.845788482,,
2018,3,Querétaro,Mujeres,12218,365230,3.34528927,,
2018,3,Quintana Roo,Hombres,14446,566490,2.550089145,,
2018,3,Quintana Roo,Mujeres,9886,350195,2.822998615,,
2018,3,San Luis Potosí,Hombres,20175,786104,2.566454311,,
2018,3,San Luis Potosí,Mujeres,11761,456587,2.575850824,,
2018,3,Sinaloa,Hombres,26543,808654,3.282367984,,
2018,3,Sinaloa,Mujeres,18603,528680,3.518763713,,
2018,3,Sonora,Hombres,34151,827647,4.126276057,,
2018,3,Sonora,Mujeres,23692,539495,4.391514287,,
2018,3,Tabasco,Hombres,44731,626905,7.135211874,,
2018,3,Tabasco,Mujeres,24083,338204,7.120850138,,
2018,3,Tamaulipas,Hombres,32424,978899,3.312292688,,
2018,3,Tamaulipas,Mujeres,29306,628846,4.660282486,,
2018,3,Tlaxcala,Hombres,12127,353755,3.428078755,,
2018,3,Tlaxcala,Mujeres,10168,234794,4.3306047,,
2018,3,Veracruz,Hombres,67918,2168777,3.131626719,,
2018,3,Veracruz,Mujeres,40135,1101228,3.644567701,,
2018,3,Yucatán,Hombres,11936,665611,1.793239595,,
2018,3,Yucatán,Mujeres,11054,428108,2.582058733,,
2018,3,Zacatecas,Hombres,10348,427131,2.422675947,,
2018,3,Zacatecas,Mujeres,9821,230691,4.257209861,,
2018,4,Nacional,Hombres,1075247,34043549,3.158445672,,
2018,4,Nacional,Mujeres,738275,21475845,3.437699425,,
2018,4,Aguascalientes,Hombres,11953,370040,3.230191331,,
2018,4,Aguascalientes,Mujeres,7017,229033,3.063750639,,
2018,4,Baja California,Hombres,25354,1069236,2.37122581,,
2018,4,Baja California,Mujeres,14541,716800,2.02859933,,
2018,4,Baja California Sur,Hombres,8186,230793,3.546901336,,
2018,4,Baja California Sur,Mujeres,6869,158147,4.343427318,,
2018,4,Campeche,Hombres,8219,252999,3.248629441,,
2018,4,Campeche,Mujeres,5735,148735,3.85585101,,
2018,4,Coahuila,Hombres,28249,843879,3.347517831,,
2018,4,Coahuila,Mujeres,22008,539632,4.078334865,,
2018,4,Colima,Hombres,7802,216375,3.605777008,,
2018,4,Colima,Mujeres,6165,159356,3.868696503,,
2018,4,Chiapas,Hombres,42496,1402315,3.03041756,,
2018,4,Chiapas,Mujeres,23775,516278,4.60507711,,
2018,4,Chihuahua,Hombres,23102,1011441,2.284067978,,
2018,4,Chihuahua,Mujeres,14936,699827,2.134241748,,
2018,4,Ciudad de México,Hombres,142977,2616477,5.46448526,,
2018,4,Ciudad de México,Mujeres,95348,2033638,4.688543389,,
2018,4,Durango,Hombres,19736,491925,4.011993698,,
2018,4,Durango,Mujeres,12910,302726,4.264582494,,
2018,4,Guanajuato,Hombres,59289,1677383,3.534613144,,
2018,4,Guanajuato,Mujeres,44161,1037060,4.258287852,,
2018,4,Guerrero,Hombres,10440,913329,1.143071117,,
2018,4,Guerrero,Mujeres,8122,594878,1.365321965,,
2018,4,Hidalgo,Hombres,14349,804997,1.782491115,,
2018,4,Hidalgo,Mujeres,13238,523244,2.52998601,,
2018,4,Jalisco,Hombres,62329,2301923,2.707692655,,
2018,4,Jalisco,Mujeres,33143,1480921,2.237999191,,
2018,4,México,Hombres,143433,4600524,3.117753543,,
2018,4,México,Mujeres,144278,2921952,4.937726561,,
2018,4,Michoacán,Hombres,30606,1238270,2.471674191,,
2018,4,Michoacán,Mujeres,19423,769009,2.525718165,,
2018,4,Morelos,Hombres,13195,518398,2.54534161,,
2018,4,Morelos,Mujeres,3979,306628,1.297663618,,
2018,4,Nayarit,Hombres,14255,347201,4.10569094,,
2018,4,Nayarit,Mujeres,6824,238345,2.863076633,,
2018,4,Nuevo León,Hombres,61439,1610518,3.814859567,,
2018,4,Nuevo León,Mujeres,30491,977469,3.119382814,,
2018,4,Oaxaca,Hombres,20644,1023541,2.016919693,,
2018,4,Oaxaca,Mujeres,13664,708448,1.928723068,,
2018,4,Puebla,Hombres,45388,1737556,2.612174802,,
2018,4,Puebla,Mujeres,26453,1152245,2.295779109,,
2018,4,Querétaro,Hombres,22292,582576,3.826453544,,
2018,4,Querétaro,Mujeres,12879,365547,3.523213157,,
2018,4,Quintana Roo,Hombres,18446,572118,3.224160051,,
2018,4,Quintana Roo,Mujeres,10065,350925,2.868134217,,
2018,4,San Luis Potosí,Hombres,15426,773423,1.994510119,,
2018,4,San Luis Potosí,Mujeres,10670,444007,2.403115266,,
2018,4,Sinaloa,Hombres,22980,817448,2.81118799,,
2018,4,Sinaloa,Mujeres,20192,549678,3.67342335,,
2018,4,Sonora,Hombres,31589,824354,3.831970246,,
2018,4,Sonora,Mujeres,19380,566648,3.420112663,,
2018,4,Tabasco,Hombres,48346,618604,7.815339054,,
2018,4,Tabasco,Mujeres,27987,355866,7.864477078,,
2018,4,Tamaulipas,Hombres,32392,987640,3.279737556,,
2018,4,Tamaulipas,Mujeres,30817,630969,4.884075129,,
2018,4,Tlaxcala,Hombres,11555,349715,3.304119068,,
2018,4,Tlaxcala,Mujeres,12167,239935,5.070956717,,
2018,4,Veracruz,Hombres,60730,2137831,2.840729693,,
2018,4,Veracruz,Mujeres,25469,1067451,2.385964321,,
2018,4,Yucatán,Hombres,9101,670062,1.358232522,,
2018,4,Yucatán,Mujeres,7820,455804,1.715649709,,
2018,4,Zacatecas,Hombres,8949,430658,2.077982993,,
2018,4,Zacatecas,Mujeres,7749,234644,3.302449668,,
2019,1,Nacional,Hombres,1113637,34114946,3.264366885,,
2019,1,Nacional,Mujeres,749957,21463406,3.494119246,,
2019,1,Aguascalientes,Hombres,13717,369463,3.712685709,,
2019,1,Aguascalientes,Mujeres,5996,230564,2.600579449,,
2019,1,Baja California,Hombres,28299,1066185,2.654229801,,
2019,1,Baja California,Mujeres,16199,705291,2.296782463,,
2019,1,Baja California Sur,Hombres,8541,234644,3.639982271,,
2019,1,Baja California Sur,Mujeres,7132,161685,4.41104617,,
2019,1,Campeche,Hombres,8484,255832,3.316238782,,
2019,1,Campeche,Mujeres,5437,144689,3.757714823,,
2019,1,Coahuila,Hombres,34023,847062,4.016589104,,
2019,1,Coahuila,Mujeres,24177,522835,4.624212228,,
2019,1,Colima,Hombres,8032,211022,3.806238212,,
2019,1,Colima,Mujeres,6498,159792,4.066536497,,
2019,1,Chiapas,Hombres,39627,1397729,2.835098935,,
2019,1,Chiapas,Mujeres,20498,545217,3.759603974,,
2019,1,Chihuahua,Hombres,29623,1001812,2.956942021,,
2019,1,Chihuahua,Mujeres,20201,639694,3.157916129,,
2019,1,Ciudad de México,Hombres,126294,2637437,4.788512484,,
2019,1,Ciudad de México,Mujeres,94781,2036091,4.655047343,,
2019,1,Durango,Hombres,23725,490138,4.840473499,,
2019,1,Durango,Mujeres,13270,306333,4.331887195,,
2019,1,Guanajuato,Hombres,62984,1613975,3.902414845,,
2019,1,Guanajuato,Mujeres,42528,1037057,4.100835345,,
2019,1,Guerrero,Hombres,18186,871753,2.086141373,,
2019,1,Guerrero,Mujeres,8358,583290,1.432906444,,
2019,1,Hidalgo,Hombres,15329,797075,1.923156541,,
2019,1,Hidalgo,Mujeres,17817,540400,3.297002221,,
2019,1,Jalisco,Hombres,59424,2382729,2.493947067,,
2019,1,Jalisco,Mujeres,40360,1472205,2.741466032,,
2019,1,México,Hombres,182365,4583726,3.978531876,,
2019,1,México,Mujeres,130731,2880392,4.538653072,,
2019,1,Michoacán,Hombres,32097,1298047,2.472714778,,
2019,1,Michoacán,Mujeres,16286,783600,2.078356304,,
2019,1,Morelos,Hombres,9217,523049,1.762167598,,
2019,1,Morelos,Mujeres,5976,327652,1.823886318,,
2019,1,Nayarit,Hombres,11999,355408,3.37611984,,
2019,1,Nayarit,Mujeres,9783,240141,4.073856609,,
2019,1,Nuevo León,Hombres,55523,1618561,3.4303928,,
2019,1,Nuevo León,Mujeres,32823,979351,3.351505232,,
2019,1,Oaxaca,Hombres,20499,1022508,2.004776491,,
2019,1,Oaxaca,Mujeres,10888,721250,1.509601386,,
2019,1,Puebla,Hombres,40935,1783464,2.295252385,,
2019,1,Puebla,Mujeres,29609,1139502,2.598415799,,
2019,1,Querétaro,Hombres,15402,600970,2.562856715,,
2019,1,Querétaro,Mujeres,10047,361761,2.777247962,,
2019,1,Quintana Roo,Hombres,15393,577705,2.664508703,,
2019,1,Quintana Roo,Mujeres,12384,362009,3.420909425,,
2019,1,San Luis Potosí,Hombres,18146,768162,2.362262127,,
2019,1,San Luis Potosí,Mujeres,8192,441769,1.8543628,,
2019,1,Sinaloa,Hombres,28838,825185,3.494731484,,
2019,1,Sinaloa,Mujeres,19064,545439,3.495166279,,
2019,1,Sonora,Hombres,34646,823979,4.20471881,,
2019,1,Sonora,Mujeres,24090,557926,4.317776909,,
2019,1,Tabasco,Hombres,43804,627099,6.985180968,,
2019,1,Tabasco,Mujeres,29029,342350,8.479334015,,
2019,1,Tamaulipas,Hombres,34187,985160,3.470197734,,
2019,1,Tamaulipas,Mujeres,25751,639281,4.02811909,,
2019,1,Tlaxcala,Hombres,11497,352213,3.264217959,,
2019,1,Tlaxcala,Mujeres,11090,243224,4.559582936,,
2019,1,Veracruz,Hombres,59539,2102008,2.832482084,,
2019,1,Veracruz,Mujeres,32155,1132104,2.840286758,,
2019,1,Yucatán,Hombres,10689,674419,1.584919761,,
2019,1,Yucatán,Mujeres,10751,448622,2.396449572,,
2019,1,Zacatecas,Hombres,12573,416427,3.019256676,,
2019,1,Zacatecas,Mujeres,8056,231890,3.474060977,,
2019,2,Nacional,Hombres,1207652,34419977,3.508578754,,
2019,2,Nacional,Mujeres,790243,22127687,3.571286054,,
2019,2,Aguascalientes,Hombres,14324,372852,3.841738813,,
2019,2,Aguascalientes,Mujeres,8095,237844,3.403491364,,
2019,2,Baja California,Hombres,33273,1086317,3.062918098,,
2019,2,Baja California,Mujeres,12701,711225,1.785792119,,
2019,2,Baja California Sur,Hombres,9469,238971,3.96240548,,
2019,2,Baja California Sur,Mujeres,9184,164946,5.567882822,,
2019,2,Campeche,Hombres,7085,255935,2.768281009,,
2019,2,Campeche,Mujeres,7266,156866,4.631978886,,
2019,2,Coahuila,Hombres,40502,858055,4.720210243,,
2019,2,Coahuila,Mujeres,28039,545268,5.14224198,,
2019,2,Colima,Hombres,6047,206093,2.93411227,,
2019,2,Colima,Mujeres,7226,160304,4.507685398,,
2019,2,Chiapas,Hombres,40483,1434154,2.822779144,,
2019,2,Chiapas,Mujeres,34871,658739,5.29359883,,
2019,2,Chihuahua,Hombres,33293,1034487,3.218310138,,
2019,2,Chihuahua,Mujeres,23887,654974,3.647014996,,
2019,2,Ciudad de México,Hombres,138612,2709933,5.114960407,,
2019,2,Ciudad de México,Mujeres,106504,2040881,5.218530625,,
2019,2,Durango,Hombres,17973,485665,3.700699042,,
2019,2,Durango,Mujeres,15884,310115,5.121970882,,
2019,2,Guanajuato,Hombres,62983,1624923,3.876060589,,
2019,2,Guanajuato,Mujeres,39281,1090784,3.601171268,,
2019,2,Guerrero,Hombres,12529,882749,1.41931625,,
2019,2,Guerrero,Mujeres,8243,602367,1.368434858,,
2019,2,Hidalgo,Hombres,20586,805269,2.556412826,,
2019,2,Hidalgo,Mujeres,15957,550946,2.896291107,,
2019,2,Jalisco,Hombres,71971,2327662,3.091986723,,
2019,2,Jalisco,Mujeres,42255,1526973,2.767239499,,
2019,2,México,Hombres,213756,4677625,4.56975495,,
2019,2,México,Mujeres,130145,2957468,4.400554799,,
2019,2,Michoacán,Hombres,39868,1318885,3.022856428,,
2019,2,Michoacán,Mujeres,21738,786120,2.765226683,,
2019,2,Morelos,Hombres,12786,505422,2.529767204,,
2019,2,Morelos,Mujeres,6761,328811,2.056196417,,
2019,2,Nayarit,Hombres,15348,345714,4.439507801,,
2019,2,Nayarit,Mujeres,8045,244195,3.294498249,,
2019,2,Nuevo León,Hombres,61984,1640206,3.779037511,,
2019,2,Nuevo León,Mujeres,30223,995277,3.03664206,,
2019,2,Oaxaca,Hombres,13773,1028634,1.338960213,,
2019,2,Oaxaca,Mujeres,9654,781343,1.235564918,,
2019,2,Puebla,Hombres,49211,1777156,2.769087238,,
2019,2,Puebla,Mujeres,31399,1149879,2.730635136,,
2019,2,Querétaro,Hombres,30028,586678,5.118310214,,
2019,2,Querétaro,Mujeres,13283,368496,3.604652425,,
2019,2,Quintana Roo,Hombres,17183,566062,3.03553321,,
2019,2,Quintana Roo,Mujeres,8330,367731,2.2652428,,
2019,2,San Luis Potosí,Hombres,21608,766379,2.819492705,,
2019,2,San Luis Potosí,Mujeres,13866,472549,2.934298877,,
2019,2,Sinaloa,Hombres,24823,841844,2.948646067,,
2019,2,Sinaloa,Mujeres,16655,541734,3.074387061,,
2019,2,Sonora,Hombres,38102,837534,4.549307849,,
2019,2,Sonora,Mujeres,20031,559385,3.580896878,,
2019,2,Tabasco,Hombres,44345,653901,6.781607613,,
2019,2,Tabasco,Mujeres,30650,381321,8.037847378,,
2019,2,Tamaulipas,Hombres,31606,998993,3.163785932,,
2019,2,Tamaulipas,Mujeres,24118,653227,3.692131525,,
2019,2,Tlaxcala,Hombres,12240,352349,3.473828505,,
2019,2,Tlaxcala,Mujeres,11941,253273,4.714675469,,
2019,2,Veracruz,Hombres,49844,2102035,2.371225979,,
2019,2,Veracruz,Mujeres,34331,1177203,2.916319445,,
2019,2,Yucatán,Hombres,9304,670916,1.386760787,,
2019,2,Yucatán,Mujeres,10598,444821,2.3825314,,
2019,2,Zacatecas,Hombres,12713,426579,2.980221717,,
2019,2,Zacatecas,Mujeres,9082,252622,3.595094647,,
2019,3,Nacional,Hombres,1297228,34703857,3.737993734,,
2019,3,Nacional,Mujeres,830440,22272218,3.728591378,,
2019,3,Aguascalientes,Hombres,14225,375211,3.791200151,,
2019,3,Aguascalientes,Mujeres,8744,230381,3.795451882,,
2019,3,Baja California,Hombres,30290,1084582,2.792780998,,
2019,3,Baja California,Mujeres,22176,725163,3.058071082,,
2019,3,Baja California Sur,Hombres,11246,247619,4.54165472,,
2019,3,Baja California Sur,Mujeres,9598,173819,5.521835933,,
2019,3,Campeche,Hombres,6136,257064,2.386954222,,
2019,3,Campeche,Mujeres,6489,162413,3.995369829,,
2019,3,Coahuila,Hombres,40373,873767,4.620568184,,
2019,3,Coahuila,Mujeres,27711,541007,5.122114871,,
2019,3,Colima,Hombres,7017,212126,3.307939621,,
2019,3,Colima,Mujeres,7244,161240,4.492681717,,
2019,3,Chiapas,Hombres,41980,1451491,2.892198436,,
2019,3,Chiapas,Mujeres,36315,662616,5.480549821,,
2019,3,Chihuahua,Hombres,32164,1048897,3.066459338,,
2019,3,Chihuahua,Mujeres,22620,664471,3.404211771,,
2019,3,Ciudad de México,Hombres,138277,2692836,5.134995224,,
2019,3,Ciudad de México,Mujeres,99205,2060821,4.813858166,,
2019,3,Durango,Hombres,19814,499149,3.969556185,,
2019,3,Durango,Mujeres,11919,306210,3.892426766,,
2019,3,Guanajuato,Hombres,62000,1645922,3.766885673,,
2019,3,Guanajuato,Mujeres,42638,1101328,3.871507852,,
2019,3,Guerrero,Hombres,12971,909367,1.426376809,,
2019,3,Guerrero,Mujeres,8172,598160,1.366189648,,
2019,3,Hidalgo,Hombres,16266,811804,2.003685619,,
2019,3,Hidalgo,Mujeres,11690,548798,2.130109804,,
2019,3,Jalisco,Hombres,84677,2343009,3.614027944,,
2019,3,Jalisco,Mujeres,39607,1556123,2.54523582,,
2019,3,México,Hombres,240686,4699769,5.121230426,,
2019,3,México,Mujeres,120270,2916543,4.123717703,,
2019,3,Michoacán,Hombres,34029,1306568,2.604456867,,
2019,3,Michoacán,Mujeres,27492,794880,3.458635266,,
2019,3,Morelos,Hombres,15181,518730,2.926570663,,
2019,3,Morelos,Mujeres,7798,338133,2.306193125,,
2019,3,Nayarit,Hombres,15712,346125,4.539400506,,
2019,3,Nayarit,Mujeres,10899,246573,4.420191992,,
2019,3,Nuevo León,Hombres,64967,1666881,3.897518779,,
2019,3,Nuevo León,Mujeres,31527,1004674,3.138032835,,
2019,3,Oaxaca,Hombres,23350,1026613,2.274469542,,
2019,3,Oaxaca,Mujeres,13912,814075,1.708933452,,
2019,3,Puebla,Hombres,45037,1832053,2.45828041,,
2019,3,Puebla,Mujeres,42891,1208358,3.549527541,,
2019,3,Querétaro,Hombres,37170,601850,6.175957464,,
2019,3,Querétaro,Mujeres,15004,372612,4.026708748,,
2019,3,Quintana Roo,Hombres,21807,569014,3.832418886,,
2019,3,Quintana Roo,Mujeres,10498,340821,3.080209259,,
2019,3,San Luis Potosí,Hombres,20780,777081,2.674109906,,
2019,3,San Luis Potosí,Mujeres,21197,492006,4.308280793,,
2019,3,Sinaloa,Hombres,33032,842235,3.921945775,,
2019,3,Sinaloa,Mujeres,17416,546932,3.184308104,,
2019,3,Sonora,Hombres,43686,858842,5.08661663,,
2019,3,Sonora,Mujeres,26620,561811,4.738248272,,
2019,3,Tabasco,Hombres,44257,659705,6.708604604,,
2019,3,Tabasco,Mujeres,29613,370258,7.997936574,,
2019,3,Tamaulipas,Hombres,32545,982551,3.312296257,,
2019,3,Tamaulipas,Mujeres,25967,643128,4.037609931,,
2019,3,Tlaxcala,Hombres,11854,361953,3.275010844,,
2019,3,Tlaxcala,Mujeres,10447,253478,4.121462218,,
2019,3,Veracruz,Hombres,69703,2076879,3.356141595,,
2019,3,Veracruz,Mujeres,45353,1166550,3.887788779,,
2019,3,Yucatán,Hombres,11308,689400,1.640266899,,
2019,3,Yucatán,Mujeres,11237,456819,2.45983639,,
2019,3,Zacatecas,Hombres,14688,434764,3.378384595,,
2019,3,Zacatecas,Mujeres,8171,252017,3.242241595,,
2019,4,Nacional,Hombres,1168616,34612160,3.3763163,,
2019,4,Nacional,Mujeres,763981,22665698,3.370648457,,
2019,4,Aguascalientes,Hombres,14326,378474,3.785200569,,
2019,4,Aguascalientes,Mujeres,6813,254163,2.680563261,,
2019,4,Baja California,Hombres,25565,1078898,2.369547446,,
2019,4,Baja California,Mujeres,14304,718213,1.991609731,,
2019,4,Baja California Sur,Hombres,9167,243654,3.762302281,,
2019,4,Baja California Sur,Mujeres,8925,170147,5.245464216,,
2019,4,Campeche,Hombres,8146,260041,3.132582939,,
2019,4,Campeche,Mujeres,5574,165633,3.365271413,,
2019,4,Coahuila,Hombres,40764,880222,4.631104426,,
2019,4,Coahuila,Mujeres,19606,531509,3.688742806,,
2019,4,Colima,Hombres,5840,211136,2.765989694,,
2019,4,Colima,Mujeres,5146,160281,3.210611364,,
2019,4,Chiapas,Hombres,28441,1462341,1.944895206,,
2019,4,Chiapas,Mujeres,24037,673034,3.571439184,,
2019,4,Chihuahua,Hombres,26260,1039817,2.525444381,,
2019,4,Chihuahua,Mujeres,18116,686319,2.639588879,,
2019,4,Ciudad de México,Hombres,146047,2643517,5.524723314,,
2019,4,Ciudad de México,Mujeres,96223,2105762,4.569509755,,
2019,4,Durango,Hombres,15533,497435,3.122619036,,
2019,4,Durango,Mujeres,10732,308245,3.481646093,,
2019,4,Guanajuato,Hombres,60009,1628032,3.685984059,,
2019,4,Guanajuato,Mujeres,30848,1126775,2.737724923,,
2019,4,Guerrero,Hombres,12211,904734,1.349678469,,
2019,4,Guerrero,Mujeres,9476,590302,1.605280009,,
2019,4,Hidalgo,Hombres,19492,789846,2.467822841,,
2019,4,Hidalgo,Mujeres,14064,548385,2.564621571,,
2019,4,Jalisco,Hombres,73953,2365200,3.126712329,,
2019,4,Jalisco,Mujeres,45227,1537164,2.942236482,,
2019,4,México,Hombres,198683,4672044,4.252592655,,
2019,4,México,Mujeres,153078,3049665,5.019502142,,
2019,4,Michoacán,Hombres,37151,1297140,2.864070185,,
2019,4,Michoacán,Mujeres,19770,803397,2.460800824,,
2019,4,Morelos,Hombres,16962,513359,3.304120508,,
2019,4,Morelos,Mujeres,3660,338501,1.081237574,,
2019,4,Nayarit,Hombres,13707,339974,4.031778901,,
2019,4,Nayarit,Mujeres,7146,244527,2.92237667,,
2019,4,Nuevo León,Hombres,64571,1693549,3.81276243,,
2019,4,Nuevo León,Mujeres,37845,1053076,3.593757715,,
2019,4,Oaxaca,Hombres,20974,1030354,2.035611062,,
2019,4,Oaxaca,Mujeres,16933,848707,1.995152626,,
2019,4,Puebla,Hombres,44976,1819184,2.472317259,,
2019,4,Puebla,Mujeres,29949,1181287,2.535285667,,
2019,4,Querétaro,Hombres,35047,611616,5.730229425,,
2019,4,Querétaro,Mujeres,11884,383261,3.100759013,,
2019,4,Quintana Roo,Hombres,18264,567531,3.218150198,,
2019,4,Quintana Roo,Mujeres,10248,358062,2.862074166,,
2019,4,San Luis Potosí,Hombres,19498,771703,2.526619697,,
2019,4,San Luis Potosí,Mujeres,8888,472689,1.880306079,,
2019,4,Sinaloa,Hombres,25376,851165,2.981325595,,
2019,4,Sinaloa,Mujeres,14876,563652,2.639217106,,
2019,4,Sonora,Hombres,32527,854260,3.807622972,,
2019,4,Sonora,Mujeres,21985,584409,3.761920162,,
2019,4,Tabasco,Hombres,37219,653635,5.694156525,,
2019,4,Tabasco,Mujeres,28428,376473,7.551139126,,
2019,4,Tamaulipas,Hombres,28184,974220,2.892981052,,
2019,4,Tamaulipas,Mujeres,24418,659931,3.700083797,,
2019,4,Tlaxcala,Hombres,10725,361478,2.966985543,,
2019,4,Tlaxcala,Mujeres,10985,250805,4.379896733,,
2019,4,Veracruz,Hombres,59704,2098344,2.845291334,,
2019,4,Veracruz,Mujeres,34688,1204525,2.879807393,,
2019,4,Yucatán,Hombres,10333,691293,1.494735228,,
2019,4,Yucatán,Mujeres,11737,459247,2.555705318,,
2019,4,Zacatecas,Hombres,8961,427964,2.093867708,,
2019,4,Zacatecas,Mujeres,8372,257552,3.250605703,,
2020,1,Nacional,Hombres,1180108,34455691,3.425001693,,
2020,1,Nacional,Mujeres,776409,22559276,3.441639705,,
2020,1,Aguascalientes,Hombres,13878,384368,3.610602339,,
2020,1,Aguascalientes,Mujeres,7299,247764,2.945948564,,
2020,1,Baja California,Hombres,26224,1062706,2.46766274,,
2020,1,Baja California,Mujeres,11871,694461,1.709383248,,
2020,1,Baja California Sur,Hombres,8595,245546,3.500362458,,
2020,1,Baja California Sur,Mujeres,7290,168446,4.327796445,,
2020,1,Campeche,Hombres,7378,264252,2.792031848,,
2020,1,Campeche,Mujeres,4499,162589,2.767099865,,
2020,1,Coahuila,Hombres,45335,871436,5.202332701,,
2020,1,Coahuila,Mujeres,21211,524480,4.044196156,,
2020,1,Colima,Hombres,6920,216517,3.19605389,,
2020,1,Colima,Mujeres,4718,155456,3.034942363,,
2020,1,Chiapas,Hombres,31595,1437867,2.19735205,,
2020,1,Chiapas,Mujeres,22636,660970,3.424663752,,
2020,1,Chihuahua,Hombres,36218,1039624,3.483759513,,
2020,1,Chihuahua,Mujeres,23972,684455,3.502348584,,
2020,1,Ciudad de México,Hombres,138574,2604399,5.320766902,,
2020,1,Ciudad de México,Mujeres,81612,2055382,3.970648765,,
2020,1,Durango,Hombres,19887,492719,4.036174777,,
2020,1,Durango,Mujeres,12359,302474,4.085971026,,
2020,1,Guanajuato,Hombres,71214,1601748,4.446017726,,
2020,1,Guanajuato,Mujeres,24542,1088053,2.255588652,,
2020,1,Guerrero,Hombres,12166,904302,1.345347019,,
2020,1,Guerrero,Mujeres,11856,612249,1.936467026,,
2020,1,Hidalgo,Hombres,18225,802804,2.270168061,,
2020,1,Hidalgo,Mujeres,6718,532538,1.261506221,,
2020,1,Jalisco,Hombres,62615,2337313,2.678930892,,
2020,1,Jalisco,Mujeres,51961,1563205,3.324004209,,
2020,1,México,Hombres,226679,4628796,4.8971482,,
2020,1,México,Mujeres,172424,3006487,5.735065543,,
2020,1,Michoacán,Hombres,24268,1299350,1.867703082,,
2020,1,Michoacán,Mujeres,25695,831997,3.088352482,,
2020,1,Morelos,Hombres,10814,515018,2.099732437,,
2020,1,Morelos,Mujeres,6085,352906,1.724255184,,
