Periodo,Trimestre,Entidad_Federativa,Sexo,Poblacion_desocupada_abierta,Poblacion_Economicamente_Activa,Tasa_de_desocupacion,,
2016,3,Zacatecas,Hombres,10684,426544,2.504782625,,
2016,3,Zacatecas,Mujeres,8740,227031,3.849694535,,
2016,4,Nacional,Hombres,1156381,32914272,3.513311794,,
2016,4,Nacional,Mujeres,725609,20381903,3.560065024,,
2016,4,Aguascalientes,Hombres,14322,347043,4.126866123,,
2016,4,Aguascalientes,Mujeres,7877,224392,3.510374701,,
2016,4,Baja California,Hombres,24116,1009290,2.389402451,,
2016,4,Baja California,Mujeres,14668,664262,2.208164851,,
2016,4,Baja California Sur,Hombres,8688,223931,3.879766535,,
2016,4,Baja California Sur,Mujeres,6580,139789,4.707094263,,
2016,4,Campeche,Hombres,9043,246809,3.663966873,,
2016,4,Campeche,Mujeres,6052,136050,4.448364572,,
2016,4,Coahuila,Hombres,32679,851721,3.836819804,,
2016,4,Coahuila,Mujeres,20465,493253,4.148986423,,
2016,4,Colima,Hombres,6146,202997,3.02763095,,
2016,4,Colima,Mujeres,5910,142945,4.134457309,,
2016,4,Chiapas,Hombres,34582,1367825,2.5282474,,
2016,4,Chiapas,Mujeres,17252,535169,3.223654584,,
2016,4,Chihuahua,Hombres,21635,999856,2.163811589,,
2016,4,Chihuahua,Mujeres,16379,607572,2.695812184,,
2016,4,Ciudad de México,Hombres,112809,2572010,4.386024938,,
2016,4,Ciudad de México,Mujeres,82147,1926040,4.265072376,,
2016,4,Durango,Hombres,16258,481618,3.375704396,,
2016,4,Durango,Mujeres,10778,288246,3.739167239,,
2016,4,Guanajuato,Hombres,64442,1577976,4.083839044,,
2016,4,Guanajuato,Mujeres,42768,1041252,4.107363059,,
2016,4,Guerrero,Hombres,15112,864591,1.747878477,,
2016,4,Guerrero,Mujeres,7584,508202,1.492319983,,
2016,4,Hidalgo,Hombres,20845,763919,2.72869244,,
2016,4,Hidalgo,Mujeres,12242,476136,2.571114135,,
2016,4,Jalisco,Hombres,77836,2220783,3.504889942,,
2016,4,Jalisco,Mujeres,41716,1430567,2.916046575,,
2016,4,México,Hombres,213296,4434793,4.809604417,,
2016,4,México,Mujeres,130667,2756968,4.739518195,,
2016,4,Michoacán,Hombres,29747,1213331,2.451680539,,
2016,4,Michoacán,Mujeres,17519,727741,2.407312492,,
2016,4,Morelos,Hombres,12542,486096,2.580148777,,
2016,4,Morelos,Mujeres,5848,317166,1.843829414,,
2016,4,Nayarit,Hombres,10939,330343,3.311406629,,
2016,4,Nayarit,Mujeres,9208,227158,4.05356624,,
2016,4,Nuevo León,Hombres,58157,1587023,3.664534162,,
2016,4,Nuevo León,Mujeres,45945,932831,4.925329454,,
2016,4,Oaxaca,Hombres,17265,995316,1.734624983,,
2016,4,Oaxaca,Mujeres,11571,666582,1.735870456,,
2016,4,Puebla,Hombres,46903,1726860,2.716085844,,
2016,4,Puebla,Mujeres,31280,1087076,2.877443711,,
2016,4,Querétaro,Hombres,28757,535212,5.373011069,,
2016,4,Querétaro,Mujeres,10783,325183,3.315979003,,
2016,4,Quintana Roo,Hombres,21966,524246,4.190017663,,
2016,4,Quintana Roo,Mujeres,10205,320201,3.187060628,,
2016,4,San Luis Potosí,Hombres,14162,738278,1.918247598,,
2016,4,San Luis Potosí,Mujeres,9790,447863,2.185936324,,
2016,4,Sinaloa,Hombres,21455,814006,2.635729958,,
2016,4,Sinaloa,Mujeres,17056,537015,3.176075156,,
2016,4,Sonora,Hombres,30203,811624,3.721304446,,
2016,4,Sonora,Mujeres,26027,535439,4.860871173,,
2016,4,Tabasco,Hombres,47414,640740,7.399881387,,
2016,4,Tabasco,Mujeres,28002,348810,8.027866174,,
2016,4,Tamaulipas,Hombres,36447,926001,3.935956873,,
2016,4,Tamaulipas,Mujeres,29478,634285,4.647437666,,
2016,4,Tlaxcala,Hombres,10252,341502,3.002032199,,
2016,4,Tlaxcala,Mujeres,10158,226502,4.484728612,,
2016,4,Veracruz,Hombres,81322,2031099,4.003842255,,
2016,4,Veracruz,Mujeres,24097,1016557,2.370452419,,
2016,4,Yucatán,Hombres,9341,634337,1.472561115,,
2016,4,Yucatán,Mujeres,9937,428407,2.319523257,,
2016,4,Zacatecas,Hombres,7700,413096,1.863973507,,
2016,4,Zacatecas,Mujeres,5620,232244,2.419868759,,
2017,1,Nacional,Hombres,1081336,32765343,3.300243187,,
2017,1,Nacional,Mujeres,714174,20202201,3.535129662,,
2017,1,Aguascalientes,Hombres,12193,347553,3.508241908,,
2017,1,Aguascalientes,Mujeres,7033,217825,3.228738666,,
2017,1,Baja California,Hombres,28946,1005664,2.878297324,,
2017,1,Baja California,Mujeres,18913,650768,2.906258452,,
2017,1,Baja California Sur,Hombres,9097,223388,4.072286784,,
2017,1,Baja California Sur,Mujeres,8188,139803,5.856812801,,
2017,1,Campeche,Hombres,9172,244207,3.755830095,,
2017,1,Campeche,Mujeres,5028,135575,3.70864835,,
2017,1,Coahuila,Hombres,37590,860561,4.368080822,,
2017,1,Coahuila,Mujeres,24265,496023,4.891910254,,
2017,1,Colima,Hombres,6754,203545,3.318185168,,
2017,1,Colima,Mujeres,5400,150547,3.586919699,,
2017,1,Chiapas,Hombres,31603,1376446,2.295985458,,
2017,1,Chiapas,Mujeres,17975,578647,3.106384376,,
2017,1,Chihuahua,Hombres,30769,988934,3.111329978,,
2017,1,Chihuahua,Mujeres,17041,586548,2.905303573,,
2017,1,Ciudad de México,Hombres,96357,2514035,3.832762869,,
2017,1,Ciudad de México,Mujeres,71258,1945818,3.662110228,,
2017,1,Durango,Hombres,19328,465165,4.155084755,,
2017,1,Durango,Mujeres,10551,273331,3.860154904,,
2017,1,Guanajuato,Hombres,56525,1556404,3.631769129,,
2017,1,Guanajuato,Mujeres,32636,1010708,3.229023615,,
2017,1,Guerrero,Hombres,19985,838965,2.382101756,,
2017,1,Guerrero,Mujeres,8937,551842,1.619485287,,
2017,1,Hidalgo,Hombres,24331,747076,3.25683063,,
2017,1,Hidalgo,Mujeres,18031,444813,4.053613541,,
2017,1,Jalisco,Hombres,60182,2243741,2.682216887,,
2017,1,Jalisco,Mujeres,40048,1457626,2.747481178,,
2017,1,México,Hombres,160877,4476600,3.59373185,,
2017,1,México,Mujeres,131351,2674882,4.910534371,,
2017,1,Michoacán,Hombres,32627,1206316,2.704681029,,
2017,1,Michoacán,Mujeres,23382,712696,3.280781708,,
2017,1,Morelos,Hombres,8544,499616,1.710113367,,
2017,1,Morelos,Mujeres,5552,318347,1.744008896,,
2017,1,Nayarit,Hombres,9639,335093,2.876514878,,
2017,1,Nayarit,Mujeres,7124,222186,3.206322631,,
2017,1,Nuevo León,Hombres,60125,1570049,3.829498315,,
2017,1,Nuevo León,Mujeres,32607,902133,3.614433792,,
2017,1,Oaxaca,Hombres,27531,943246,2.918750782,,
2017,1,Oaxaca,Mujeres,14923,644908,2.313973466,,
2017,1,Puebla,Hombres,36841,1715893,2.147045299,,
2017,1,Puebla,Mujeres,31772,1090995,2.912203997,,
2017,1,Querétaro,Hombres,24602,554450,4.437190008,,
2017,1,Querétaro,Mujeres,8673,330747,2.622246007,,
2017,1,Quintana Roo,Hombres,17249,525704,3.281123979,,
2017,1,Quintana Roo,Mujeres,11280,315988,3.569755814,,
2017,1,San Luis Potosí,Hombres,13745,736948,1.865124812,,
2017,1,San Luis Potosí,Mujeres,10163,432579,2.349397451,,
2017,1,Sinaloa,Hombres,27844,818649,3.401213463,,
2017,1,Sinaloa,Mujeres,19379,528176,3.669042137,,
2017,1,Sonora,Hombres,28534,801757,3.558933692,,
2017,1,Sonora,Mujeres,19304,531441,3.632388167,,
2017,1,Tabasco,Hombres,45102,621238,7.260019509,,
2017,1,Tabasco,Mujeres,18597,310265,5.993908433,,
2017,1,Tamaulipas,Hombres,38915,938019,4.148636648,,
2017,1,Tamaulipas,Mujeres,34493,612249,5.63381892,,
2017,1,Tlaxcala,Hombres,10783,335037,3.218450499,,
2017,1,Tlaxcala,Mujeres,9155,226320,4.045157299,,
2017,1,Veracruz,Hombres,71797,2037552,3.523689211,,
2017,1,Veracruz,Mujeres,35095,1051830,3.336565795,,
2017,1,Yucatán,Hombres,12870,630802,2.04025986,,
2017,1,Yucatán,Mujeres,9004,433890,2.075180345,,
2017,1,Zacatecas,Hombres,10879,402690,2.701581862,,
2017,1,Zacatecas,Mujeres,7016,222695,3.150497317,,
2017,2,Nacional,Hombres,1103576,32999858,3.344184087,,
2017,2,Nacional,Mujeres,744710,20377845,3.654508119,,
2017,2,Aguascalientes,Hombres,15316,353213,4.336193741,,
2017,2,Aguascalientes,Mujeres,8849,226685,3.903654851,,
2017,2,Baja California,Hombres,31408,1041879,3.014553513,,
2017,2,Baja California,Mujeres,17314,690756,2.506529078,,
2017,2,Baja California Sur,Hombres,8189,220171,3.719381753,,
2017,2,Baja California Sur,Mujeres,6259,140608,4.451382567,,
2017,2,Campeche,Hombres,9866,240168,4.107957763,,
2017,2,Campeche,Mujeres,5608,144188,3.88936666,,
2017,2,Coahuila,Hombres,39487,850333,4.64371017,,
2017,2,Coahuila,Mujeres,28517,504375,5.653928129,,
2017,2,Colima,Hombres,7872,200720,3.921881228,,
2017,2,Colima,Mujeres,5433,147696,3.678501787,,
2017,2,Chiapas,Hombres,30632,1355831,2.259278627,,
2017,2,Chiapas,Mujeres,12132,501024,2.421440889,,
2017,2,Chihuahua,Hombres,27341,988348,2.766333316,,
2017,2,Chihuahua,Mujeres,15932,610478,2.609758255,,
2017,2,Ciudad de México,Hombres,109014,2496277,4.367063431,,
2017,2,Ciudad de México,Mujeres,111398,1980091,5.625903052,,
2017,2,Durango,Hombres,16392,469549,3.491009458,,
2017,2,Durango,Mujeres,14229,288115,4.938652968,,
2017,2,Guanajuato,Hombres,72447,1600391,4.526831256,,
2017,2,Guanajuato,Mujeres,33131,966185,3.429053442,,
2017,2,Guerrero,Hombres,10311,860903,1.197695908,,
2017,2,Guerrero,Mujeres,10104,557591,1.812080898,,
2017,2,Hidalgo,Hombres,22550,758537,2.972827957,,
2017,2,Hidalgo,Mujeres,15723,455621,3.450894493,,
2017,2,Jalisco,Hombres,54228,2235748,2.42549697,,
2017,2,Jalisco,Mujeres,39419,1431641,2.75341374,,
2017,2,México,Hombres,159009,4478608,3.550411199,,
2017,2,México,Mujeres,98597,2722232,3.621917603,,
2017,2,Michoacán,Hombres,30770,1215820,2.530802257,,
2017,2,Michoacán,Mujeres,21889,704836,3.10554512,,
2017,2,Morelos,Hombres,8090,490259,1.650148187,,
2017,2,Morelos,Mujeres,4831,311998,1.548407362,,
2017,2,Nayarit,Hombres,12751,336088,3.793946823,,
2017,2,Nayarit,Mujeres,7468,219005,3.409967809,,
2017,2,Nuevo León,Hombres,61182,1592035,3.843005964,,
2017,2,Nuevo León,Mujeres,39878,907530,4.394124712,,
2017,2,Oaxaca,Hombres,22412,993676,2.255463551,,
2017,2,Oaxaca,Mujeres,13145,650529,2.020663183,,
2017,2,Puebla,Hombres,51817,1730654,2.99407045,,
2017,2,Puebla,Mujeres,42610,1147255,3.714082745,,
2017,2,Querétaro,Hombres,32928,542767,6.066691601,,
2017,2,Querétaro,Mujeres,8667,318559,2.720689103,,
2017,2,Quintana Roo,Hombres,15142,528215,2.866635745,,
2017,2,Quintana Roo,Mujeres,8373,324833,2.577632199,,
2017,2,San Luis Potosí,Hombres,23433,744412,3.147853608,,
2017,2,San Luis Potosí,Mujeres,8245,452833,1.820759529,,
2017,2,Sinaloa,Hombres,26842,819776,3.27430908,,
2017,2,Sinaloa,Mujeres,24430,551219,4.431995269,,
2017,2,Sonora,Hombres,30363,815919,3.721325279,,
2017,2,Sonora,Mujeres,20743,531464,3.902992489,,
2017,2,Tabasco,Hombres,44871,621847,7.215762077,,
2017,2,Tabasco,Mujeres,23989,322825,7.430961047,,
2017,2,Tamaulipas,Hombres,30688,938748,3.269034927,,
2017,2,Tamaulipas,Mujeres,23873,612076,3.900332638,,
2017,2,Tlaxcala,Hombres,10102,342161,2.952411292,,
2017,2,Tlaxcala,Mujeres,10937,225248,4.855537008,,
2017,2,Veracruz,Hombres,65142,2080763,3.130678506,,
2017,2,Veracruz,Mujeres,45812,1054216,4.345599004,,
2017,2,Yucatán,Hombres,11239,632339,1.777369417,,
2017,2,Yucatán,Mujeres,9156,433224,2.113456318,,
2017,2,Zacatecas,Hombres,11742,423703,2.771280826,,
2017,2,Zacatecas,Mujeres,8019,242909,3.301236265,,
2017,3,Nacional,Hombres,1140171,33285446,3.425434047,,
2017,3,Nacional,Mujeres,765618,20417267,3.749855453,,
2017,3,Aguascalientes,Hombres,12257,350198,3.500019989,,
2017,3,Aguascalientes,Mujeres,6565,218382,3.006200145,,
2017,3,Baja California,Hombres,34954,1048403,3.334023272,,
2017,3,Baja California,Mujeres,17605,685028,2.569967943,,
2017,3,Baja California Sur,Hombres,7929,220222,3.60045772,,
2017,3,Baja California Sur,Mujeres,8588,142156,6.041250457,,
2017,3,Campeche,Hombres,10177,239123,4.255968686,,
2017,3,Campeche,Mujeres,5314,145426,3.654092116,,
2017,3,Coahuila,Hombres,30507,837111,3.644319571,,
2017,3,Coahuila,Mujeres,26163,487966,5.361644049,,
2017,3,Colima,Hombres,6842,202132,3.384916787,,
2017,3,Colima,Mujeres,6059,145517,4.163774679,,
2017,3,Chiapas,Hombres,33142,1367662,2.423259548,,
2017,3,Chiapas,Mujeres,23642,528946,4.469643404,,
2017,3,Chihuahua,Hombres,21680,971548,2.231490364,,
2017,3,Chihuahua,Mujeres,17161,608770,2.818962827,,
2017,3,Ciudad de México,Hombres,126504,2529544,5.001059479,,
2017,3,Ciudad de México,Mujeres,109856,2056331,5.342330588,,
2017,3,Durango,Hombres,15524,477601,3.250411955,,
2017,3,Durango,Mujeres,14291,294899,4.846065941,,
2017,3,Guanajuato,Hombres,50557,1627537,3.10635027,,
2017,3,Guanajuato,Mujeres,24483,975892,2.508781709,,
2017,3,Guerrero,Hombres,13167,879555,1.497007009,,
2017,3,Guerrero,Mujeres,7710,523444,1.472936933,,
2017,3,Hidalgo,Hombres,18032,766390,2.352849072,,
2017,3,Hidalgo,Mujeres,9848,462353,2.129974284,,
2017,3,Jalisco,Hombres,76597,2274877,3.367083143,,
2017,3,Jalisco,Mujeres,39973,1468501,2.722027428,,
2017,3,México,Hombres,176008,4513974,3.899180633,,
2017,3,México,Mujeres,141205,2816724,5.013093225,,
2017,3,Michoacán,Hombres,29563,1222940,2.417371253,,
2017,3,Michoacán,Mujeres,20386,703362,2.89836528,,
2017,3,Morelos,Hombres,14660,508050,2.885542762,,
2017,3,Morelos,Mujeres,6155,303061,2.030944265,,
2017,3,Nayarit,Hombres,16152,341563,4.728849436,,
2017,3,Nayarit,Mujeres,6928,222547,3.113050277,,
2017,3,Nuevo León,Hombres,60197,1604383,3.752034271,,
2017,3,Nuevo León,Mujeres,39307,903651,4.349798761,,
2017,3,Oaxaca,Hombres,21494,994643,2.16097635,,
2017,3,Oaxaca,Mujeres,14412,660243,2.182832684,,
2017,3,Puebla,Hombres,44616,1735685,2.570512507,,
2017,3,Puebla,Mujeres,33225,1063818,3.123184605,,
2017,3,Querétaro,Hombres,26037,558941,4.658273413,,
2017,3,Querétaro,Mujeres,10476,323802,3.235310468,,
2017,3,Quintana Roo,Hombres,16374,535889,3.055483505,,
2017,3,Quintana Roo,Mujeres,12685,333943,3.798552448,,
2017,3,San Luis Potosí,Hombres,19652,763629,2.573501006,,
2017,3,San Luis Potosí,Mujeres,10949,446687,2.451157074,,
2017,3,Sinaloa,Hombres,36887,811914,4.543215168,,
2017,3,Sinaloa,Mujeres,15685,527337,2.974378813,,
2017,3,Sonora,Hombres,27772,802808,3.459357655,,
2017,3,Sonora,Mujeres,26089,528185,4.939367835,,
2017,3,Tabasco,Hombres,40825,639616,6.382735892,,
2017,3,Tabasco,Mujeres,26195,332800,7.87109375,,
2017,3,Tamaulipas,Hombres,41211,936516,4.400458721,,
2017,3,Tamaulipas,Mujeres,27349,619182,4.416956565,,
2017,3,Tlaxcala,Hombres,11284,340062,3.318218443,,
2017,3,Tlaxcala,Mujeres,11591,230782,5.022488756,,
2017,3,Veracruz,Hombres,74688,2115196,3.531020293,,
2017,3,Veracruz,Mujeres,25863,1008388,2.56478657,,
2017,3,Yucatán,Hombres,14606,643079,2.271260607,,
2017,3,Yucatán,Mujeres,12519,421290,2.971587268,,
2017,3,Zacatecas,Hombres,10276,424655,2.419846699,,
2017,3,Zacatecas,Mujeres,7341,227854,3.221799925,,
2017,4,Nacional,Hombres,1075863,33337843,3.227152399,,
2017,4,Nacional,Mujeres,733795,20694557,3.545835748,,
2017,4,Aguascalientes,Hombres,14943,354932,4.210102217,,
2017,4,Aguascalientes,Mujeres,5979,219332,2.726004413,,
2017,4,Baja California,Hombres,28617,1050485,2.724170264,,
2017,4,Baja California,Mujeres,17717,680646,2.602968357,,
2017,4,Baja California Sur,Hombres,7127,221259,3.22111191,,
2017,4,Baja California Sur,Mujeres,7922,145298,5.452242977,,
2017,4,Campeche,Hombres,7797,239284,3.258471105,,
2017,4,Campeche,Mujeres,5344,144979,3.686051083,,
2017,4,Coahuila,Hombres,27923,847464,3.294889222,,
2017,4,Coahuila,Mujeres,21299,484125,4.399483604,,
2017,4,Colima,Hombres,7043,206821,3.405360191,,
2017,4,Colima,Mujeres,5643,151480,3.725244257,,
2017,4,Chiapas,Hombres,30980,1346482,2.300810557,,
2017,4,Chiapas,Mujeres,14536,498536,2.915737279,,
2017,4,Chihuahua,Hombres,26803,977809,2.74112838,,
2017,4,Chihuahua,Mujeres,15036,629641,2.388027463,,
2017,4,Ciudad de México,Hombres,112149,2457848,4.562894044,,
2017,4,Ciudad de México,Mujeres,94313,2054657,4.590206541,,
2017,4,Durango,Hombres,13646,473250,2.883465399,,
2017,4,Durango,Mujeres,11859,293381,4.042184054,,
2017,4,Guanajuato,Hombres,64536,1670201,3.863966074,,
2017,4,Guanajuato,Mujeres,38134,1013517,3.762541724,,
2017,4,Guerrero,Hombres,13549,888434,1.525042941,,
2017,4,Guerrero,Mujeres,9256,555085,1.667492366,,
2017,4,Hidalgo,Hombres,17357,781180,2.221895082,,
2017,4,Hidalgo,Mujeres,15274,472824,3.230377477,,
2017,4,Jalisco,Hombres,64488,2240570,2.878196173,,
2017,4,Jalisco,Mujeres,43481,1474543,2.948778028,,
2017,4,México,Hombres,181550,4574988,3.96831642,,
2017,4,México,Mujeres,113933,2848594,3.99962227,,
2017,4,Michoacán,Hombres,25190,1214488,2.074125063,,
2017,4,Michoacán,Mujeres,16866,718754,2.346560854,,
2017,4,Morelos,Hombres,14291,513671,2.782130975,,
2017,4,Morelos,Mujeres,5404,318104,1.698815482,,
2017,4,Nayarit,Hombres,12217,345163,3.539487141,,
2017,4,Nayarit,Mujeres,8410,231580,3.631574402,,
2017,4,Nuevo León,Hombres,48659,1597530,3.045889592,,
2017,4,Nuevo León,Mujeres,38392,942699,4.072561868,,
2017,4,Oaxaca,Hombres,17696,1008009,1.755539881,,
2017,4,Oaxaca,Mujeres,11005,632015,1.741256141,,
2017,4,Puebla,Hombres,41121,1757315,2.339990269,,
2017,4,Puebla,Mujeres,30633,1130475,2.709745903,,
2017,4,Querétaro,Hombres,27766,564363,4.919883125,,
2017,4,Querétaro,Mujeres,13125,334442,3.924447288,,
2017,4,Quintana Roo,Hombres,15382,538965,2.853988663,,
2017,4,Quintana Roo,Mujeres,12495,332468,3.758256434,,
2017,4,San Luis Potosí,Hombres,17811,767608,2.320324958,,
2017,4,San Luis Potosí,Mujeres,10496,451827,2.323013012,,
2017,4,Sinaloa,Hombres,26386,815124,3.237053504,,
2017,4,Sinaloa,Mujeres,20842,538785,3.86833338,,
2017,4,Sonora,Hombres,22935,812425,2.823029818,,
2017,4,Sonora,Mujeres,26102,543553,4.802107614,,
2017,4,Tabasco,Hombres,41941,630167,6.655537342,,
2017,4,Tabasco,Mujeres,24241,320333,7.567437635,,
2017,4,Tamaulipas,Hombres,34153,962596,3.548009757,,
2017,4,Tamaulipas,Mujeres,29249,607238,4.816727543,,
2017,4,Tlaxcala,Hombres,11198,344948,3.246286397,,
2017,4,Tlaxcala,Mujeres,9830,227437,4.322076003,,
2017,4,Veracruz,Hombres,81161,2077543,3.906585808,,
2017,4,Veracruz,Mujeres,40776,1032726,3.948385148,,
2017,4,Yucatán,Hombres,9183,634099,1.448196575,,
2017,4,Yucatán,Mujeres,9085,427279,2.126245381,,
2017,4,Zacatecas,Hombres,10265,422822,2.427735548,,
2017,4,Zacatecas,Mujeres,7118,238204,2.988194993,,
2018,1,Nacional,Hombres,1024087,33401029,3.066034283,,
2018,1,Nacional,Mujeres,659544,20535638,3.211704453,,
2018,1,Aguascalientes,Hombres,12454,353825,3.51981912,,
2018,1,Aguascalientes,Mujeres,8794,222318,3.955595138,,
2018,1,Baja California,Hombres,23104,1076752,2.14571229,,
2018,1,Baja California,Mujeres,13771,665615,2.068913711,,
2018,1,Baja California Sur,Hombres,7222,218028,3.312418588,,
2018,1,Baja California Sur,Mujeres,6445,148703,4.334142553,,
2018,1,Campeche,Hombres,6164,237448,2.595936795,,
2018,1,Campeche,Mujeres,3791,141723,2.674936319,,
2018,1,Coahuila,Hombres,34077,848705,4.015176062,,
2018,1,Coahuila,Mujeres,20767,500521,4.149076662,,
2018,1,Colima,Hombres,6135,207956,2.9501433,,
2018,1,Colima,Mujeres,5983,150610,3.972511785,,
2018,1,Chiapas,Hombres,25230,1373140,1.837394585,,
2018,1,Chiapas,Mujeres,13004,547659,2.374470245,,
2018,1,Chihuahua,Hombres,34751,974104,3.567483554,,
2018,1,Chihuahua,Mujeres,27866,634093,4.394623502,,
2018,1,Ciudad de México,Hombres,91893,2488086,3.69332089,,
2018,1,Ciudad de México,Mujeres,74605,2065456,3.612035308,,
2018,1,Durango,Hombres,18008,473438,3.80366595,,
2018,1,Durango,Mujeres,15290,292150,5.23361287,,
2018,1,Guanajuato,Hombres,59736,1643535,3.634604678,,
2018,1,Guanajuato,Mujeres,32391,990303,3.270817114,,
2018,1,Guerrero,Hombres,10199,804732,1.267378456,,
2018,1,Guerrero,Mujeres,6198,531000,1.167231638,,
2018,1,Hidalgo,Hombres,17888,788089,2.269794401,,
2018,1,Hidalgo,Mujeres,12469,463787,2.688518652,,
2018,1,Jalisco,Hombres,51565,2270489,2.271096667,,
2018,1,Jalisco,Mujeres,34144,1423168,2.399154562,,
2018,1,México,Hombres,191061,4597807,4.15548108,,
2018,1,México,Mujeres,121811,2788543,4.368266869,,
2018,1,Michoacán,Hombres,24485,1224738,1.999203095,,
2018,1,Michoacán,Mujeres,13898,728108,1.908782763,,
2018,1,Morelos,Hombres,10256,525480,1.951739362,,
2018,1,Morelos,Mujeres,5432,322095,1.686458964,,
2018,1,Nayarit,Hombres,13535,352564,3.839019299,,
2018,1,Nayarit,Mujeres,6208,229706,2.702585043,,
2018,1,Nuevo León,Hombres,55964,1587367,3.525586711,,
2018,1,Nuevo León,Mujeres,33476,923697,3.624132156,,
2018,1,Oaxaca,Hombres,11498,995830,1.154614743,,
2018,1,Oaxaca,Mujeres,9276,623432,1.487892826,,
2018,1,Puebla,Hombres,38185,1757522,2.172661281,,
2018,1,Puebla,Mujeres,20865,1061238,1.96609997,,
2018,1,Querétaro,Hombres,21697,595343,3.644453701,,
2018,1,Querétaro,Mujeres,9179,352339,2.605161506,,
2018,1,Quintana Roo,Hombres,14486,542457,2.670442081,,
2018,1,Quintana Roo,Mujeres,8550,330173,2.589551538,,
2018,1,San Luis Potosí,Hombres,22875,753962,3.033972534,,
2018,1,San Luis Potosí,Mujeres,11231,430623,2.608081779,,
2018,1,Sinaloa,Hombres,18210,830202,2.193442078,,
2018,1,Sinaloa,Mujeres,16196,564825,2.867436817,,
2018,1,Sonora,Hombres,24833,810949,3.062214763,,
2018,1,Sonora,Mujeres,19379,545006,3.555740671,,
2018,1,Tabasco,Hombres,49072,623235,7.873755485,,
2018,1,Tabasco,Mujeres,22385,317703,7.04588877,,
2018,1,Tamaulipas,Hombres,31648,958880,3.30051727,,
2018,1,Tamaulipas,Mujeres,29989,606204,4.947014536,,
2018,1,Tlaxcala,Hombres,12258,344177,3.561539557,,
2018,1,Tlaxcala,Mujeres,8955,226471,3.954148655,,
2018,1,Veracruz,Hombres,58363,2096769,2.783473048,,
2018,1,Veracruz,Mujeres,29842,1049579,2.84323524,,
2018,1,Yucatán,Hombres,12308,640274,1.922302014,,
2018,1,Yucatán,Mujeres,9550,434897,2.195922253,,
2018,1,Zacatecas,Hombres,14927,405146,3.684350827,,
2018,1,Zacatecas,Mujeres,7804,223893,3.485593565,,
2018,2,Nacional,Hombres,1137590,33885112,3.357197108,,
2018,2,Nacional,Mujeres,696640,21154281,3.293139578,,
2018,2,Aguascalientes,Hombres,12785,360381,3.547634309,,
2018,2,Aguascalientes,Mujeres,6782,229332,2.957284635,,
2018,2,Baja California,Hombres,31413,1076328,2.918534127,,
2018,2,Baja California,Mujeres,16283,701852,2.320004787,,
2018,2,Baja California Sur,Hombres,6934,225583,3.073813186,,
2018,2,Baja California Sur,Mujeres,6014,153551,3.916614024,,
2018,2,Campeche,Hombres,8075,242387,3.331449294,,
2018,2,Campeche,Mujeres,4856,146768,3.308623133,,
2018,2,Coahuila,Hombres,39242,870903,4.505897901,,
2018,2,Coahuila,Mujeres,17263,512062,3.371271448,,
2018,2,Colima,Hombres,5558,209791,2.649303354,,
2018,2,Colima,Mujeres,4133,155353,2.660392783,,
2018,2,Chiapas,Hombres,32177,1384229,2.324543121,,
2018,2,Chiapas,Mujeres,21538,495939,4.342872813,,
2018,2,Chihuahua,Hombres,30950,1015462,3.047873776,,
2018,2,Chihuahua,Mujeres,26730,676035,3.953937296,,
2018,2,Ciudad de México,Hombres,136405,2593711,5.259067028,,
2018,2,Ciudad de México,Mujeres,105795,2121803,4.986089661,,
2018,2,Durango,Hombres,17183,482917,3.558168381,,
2018,2,Durango,Mujeres,12263,303713,4.03769348,,
2018,2,Guanajuato,Hombres,67987,1682267,4.041391765,,
2018,2,Guanajuato,Mujeres,25045,1052387,2.379827953,,
2018,2,Guerrero,Hombres,6378,859833,0.741771949,,
2018,2,Guerrero,Mujeres,5497,538633,1.020546457,,
2018,2,Hidalgo,Hombres,19176,797622,2.404146325,,
2018,2,Hidalgo,Mujeres,12270,494601,2.480787544,,
2018,2,Jalisco,Hombres,75227,2258292,3.331145839,,
2018,2,Jalisco,Mujeres,36769,1468527,2.503801428,,
2018,2,México,Hombres,189409,4589083,4.127382311,,
2018,2,México,Mujeres,115928,2918849,3.971702544,,
2018,2,Michoacán,Hombres,23046,1261389,1.827033532,,
2018,2,Michoacán,Mujeres,16676,744562,2.239706029,,
2018,2,Morelos,Hombres,12304,514526,2.391327163,,
2018,2,Morelos,Mujeres,5481,317440,1.726625504,,
2018,2,Nayarit,Hombres,15575,349456,4.456927338,,
2018,2,Nayarit,Mujeres,8348,230826,3.616576989,,
2018,2,Nuevo León,Hombres,53872,1607088,3.352149976,,
2018,2,Nuevo León,Mujeres,35527,975799,3.640811274,,
2018,2,Oaxaca,Hombres,11983,1035795,1.156889153,,
2018,2,Oaxaca,Mujeres,11753,654738,1.795069173,,
2018,2,Puebla,Hombres,47177,1761287,2.678552672,,
2018,2,Puebla,Mujeres,27355,1088532,2.513017532,,
2018,2,Querétaro,Hombres,26617,584193,4.556199749,,
2018,2,Querétaro,Mujeres,9031,350568,2.576105064,,
2018,2,Quintana Roo,Hombres,16070,558470,2.877504611,,
2018,2,Quintana Roo,Mujeres,7361,340997,2.158670018,,
2018,2,San Luis Potosí,Hombres,17397,766594,2.269389012,,
2018,2,San Luis Potosí,Mujeres,12235,454845,2.689927338,,
